ID,Recency,Recency_Level,Frequency,Frequency_Level,Monetary_Value,Monetary_Value_Level,Observation_Period,Churn
2719,33,Low,58,Medium,7788.01,Medium,2420,0
2720,56,Medium,17,Low,332.99,Low,1,0
2721,139,High,35,Low,7978.42,Medium,1816,1
2722,32,Low,133,High,6414.076,Medium,2414,0
2723,55,Medium,41,Low,5010.43,Medium,2270,0
2724,54,Medium,39,Low,9759.05,Medium,2260,0
2725,36,Low,122,High,38354.06,High,2396,0
2726,32,Low,28,Low,2590.84,Medium,2224,0
2727,97,Medium,20,Low,1573.88,Medium,958,0
2728,177,High,30,Low,1615.07,Medium,1634,1
2729,37,Low,31,Low,5437.35,Medium,1749,0
2730,468,High,13,Low,386.1,Low,1,1
2731,45,Low,40,Low,4416.15,Medium,1290,0
2732,32,Low,35,Low,2172.02,Medium,2084,0
2733,199,High,18,Low,301.04,Low,1,1
2734,50,Low,21,Low,3088.13,Medium,84,1
2735,162,High,19,Low,1756.13,Medium,1750,0
2736,146,High,21,Low,2597.17,Medium,1738,0
2737,167,High,36,Low,6964.28,Medium,1647,1
2738,148,High,26,Low,4155.61,Medium,1031,1
2739,46,Low,47,Low,9608.13,Medium,2356,0
2740,169,High,15,Low,1045.46,Medium,23,1
2741,150,High,22,Low,1405.31,Medium,1158,1
2742,83,Medium,34,Low,3687.85,Medium,2026,0
2743,89,Medium,32,Low,3992.31,Medium,2134,0
2744,46,Low,38,Low,4914.41,Medium,2335,0
2745,37,Low,60,Medium,21653.45,High,1334,0
2746,32,Low,30,Low,2736.46,Medium,2329,0
2747,39,Low,33,Low,10684.3,High,2352,0
2748,83,Medium,46,Low,18244.27,High,2094,1
2749,41,Low,49,Low,6758.29,Medium,1758,0
2750,454,High,13,Low,372.51,Low,165,1
2751,126,High,20,Low,2995.76,Medium,720,1
2752,54,Medium,47,Low,4907.87,Medium,2301,0
2753,31,Low,43,Low,7361.64,Medium,2398,0
2754,164,High,16,Low,1107.15,Medium,412,1
2755,32,Low,35,Low,6321.05,Medium,2238,0
2756,49,Low,50,Low,14141.26,High,2296,0
2757,36,Low,27,Low,2422.83,Medium,1286,0
2758,49,Low,60,Medium,7627.4,Medium,2323,0
2759,432,High,22,Low,456.61,Low,419,1
2760,461,High,15,Low,560.73,Low,1,1
2761,32,Low,18,Low,1233.97,Medium,1018,0
2762,46,Low,40,Low,6312.37,Medium,2235,0
2763,72,Medium,31,Low,6079.23,Medium,2048,0
2764,34,Low,37,Low,4483.62,Medium,2224,0
2765,35,Low,19,Low,1039.14,Medium,295,0
2766,71,Medium,27,Low,2602.79,Medium,1197,0
2767,37,Low,16,Low,2024.41,Medium,2252,1
2768,58,Medium,37,Low,5253.65,Medium,2289,0
2769,34,Low,20,Low,364.73,Low,2,0
2770,53,Medium,32,Low,15939.42,High,2286,0
2771,33,Low,44,Low,5224.93,Medium,2337,0
2772,34,Low,31,Low,2319.55,Medium,2349,0
2773,44,Low,24,Low,1580.48,Medium,2237,1
2774,33,Low,39,Low,24335.29,High,1367,0
2775,68,Medium,40,Low,4342.88,Medium,1913,0
2776,75,Medium,41,Low,7184.96,Medium,2198,0
2777,51,Medium,60,Medium,21931.21,High,2307,0
2778,43,Low,65,Medium,5561.891,Medium,2353,0
2779,111,High,25,Low,570.14,Low,540,1
2780,31,Low,46,Low,27406.13,High,2378,0
2781,56,Medium,45,Low,7937.5,Medium,1617,0
2782,143,High,33,Low,5766.19,Medium,1842,1
2783,51,Medium,32,Low,5346.52,Medium,2292,0
2784,75,Medium,14,Low,593.33,Low,1,0
2785,146,High,39,Low,9166.84,Medium,1793,0
2786,33,Low,61,Medium,29579.37,High,2410,0
2787,176,High,19,Low,2912.19,Medium,1615,1
2788,32,Low,48,Low,15937.1,High,916,0
2789,32,Low,24,Low,6657.87,Medium,2015,0
2790,36,Low,61,Medium,9619.25,Medium,2325,0
2791,40,Low,21,Low,2525.34,Medium,2292,0
2792,56,Medium,61,Medium,11955.19,High,2293,0
2793,124,High,50,Low,12366.69,High,1941,1
2794,201,High,26,Low,1884.39,Medium,1488,1
2795,38,Low,113,High,52826.05,High,2400,0
2796,31,Low,19,Low,3052.5,Medium,527,1
2797,34,Low,75,Medium,77188.95,High,2414,0
2798,61,Medium,35,Low,6370.72,Medium,2112,0
2799,479,High,22,Low,328.93,Low,104,1
2800,31,Low,13,Low,342.26,Low,1,0
2801,72,Medium,47,Low,10608.69,High,2219,0
2802,36,Low,45,Low,6620.46,Medium,2190,0
2803,34,Low,49,Low,7669.87,Medium,2402,0
2804,37,Low,23,Low,2772.5,Medium,2391,0
2805,36,Low,37,Low,5486.12,Medium,947,0
2806,40,Low,33,Low,6714.08,Medium,972,0
2807,179,High,24,Low,5055.79,Medium,560,1
2808,39,Low,21,Low,3172.55,Medium,921,0
2809,48,Low,24,Low,5569.02,Medium,1714,0
2810,77,Medium,23,Low,2961.06,Medium,874,1
2811,89,Medium,17,Low,288.37,Low,1,0
2812,45,Low,51,Medium,8266,Medium,2331,0
2813,443,High,17,Low,843.88,Low,310,1
2814,34,Low,43,Low,29535.44,High,1191,0
2815,38,Low,36,Low,5896.06,Medium,1707,0
2816,154,High,22,Low,2333.47,Medium,1778,1
2817,44,Low,41,Low,5796.53,Medium,2316,0
2818,95,Medium,28,Low,3355.64,Medium,1676,1
2819,44,Low,48,Low,4262.9,Medium,2291,0
2820,32,Low,26,Low,5056.83,Medium,2263,1
2821,43,Low,55,Medium,56693.94,High,2378,0
2822,54,Medium,37,Low,4141.59,Medium,2293,0
2823,42,Low,44,Low,12605.18,High,2369,0
2824,50,Low,42,Low,8809.06,Medium,2260,0
2825,73,Medium,33,Low,8119.2,Medium,1905,0
2826,47,Low,44,Low,5518.32,Medium,1923,0
2827,201,High,13,Low,204.96,Low,1,1
2828,218,High,22,Low,4031.2,Medium,1225,0
2829,54,Medium,69,Medium,38033.95,High,2299,0
2830,79,Medium,22,Low,3340,Medium,1417,0
2831,34,Low,56,Medium,11610.55,High,2419,0
2832,36,Low,41,Low,4844.98,Medium,2330,0
2833,141,High,45,Low,3502.89,Medium,1809,1
2834,40,Low,36,Low,6657.71,Medium,2210,0
2835,34,Low,56,Medium,17359.49,High,2320,0
2836,53,Medium,35,Low,6786.99,Medium,2249,0
2837,118,High,32,Low,2411.35,Medium,1989,0
2838,66,Medium,34,Low,8604.46,Medium,2183,0
2839,45,Low,48,Low,14555.7,High,2295,0
2840,73,Medium,32,Low,3933.83,Medium,2163,0
2841,33,Low,48,Low,7507.35,Medium,1392,0
2842,39,Low,33,Low,9646.24,Medium,1279,0
2843,167,High,25,Low,1232.36,Medium,1750,1
2844,46,Low,31,Low,4339.87,Medium,397,0
2845,32,Low,282,High,11817.3055,High,2416,0
2846,169,High,17,Low,475,Low,1245,0
2847,35,Low,63,Medium,28079.38,High,2394,0
2848,32,Low,49,Low,5983.78,Medium,1672,0
2849,36,Low,40,Low,4452.08,Medium,2321,0
2850,164,High,22,Low,2231.75,Medium,1535,0
2851,42,Low,54,Medium,20390.99,High,2363,0
2852,88,Medium,36,Low,3770.85,Medium,2139,0
2853,369,High,23,Low,1427.64,Medium,168,1
2854,109,High,28,Low,3124.86,Medium,1032,0
2855,97,Medium,17,Low,1097.49,Medium,318,1
2856,33,Low,206,High,16550.52,High,2416,0
2857,202,High,29,Low,4070.91,Medium,1523,1
2858,35,Low,94,Medium,33301.31,High,2182,0
2859,101,High,45,Low,2777.18,Medium,2070,0
2860,157,High,21,Low,1173.67,Medium,325,0
2861,255,High,19,Low,1661.04,Medium,1162,1
2862,113,High,25,Low,1562.84,Medium,641,0
2863,38,Low,27,Low,3171.52,Medium,1795,0
2864,36,Low,56,Medium,9103.87,Medium,2382,0
2865,205,High,21,Low,1062.15,Medium,360,1
2866,67,Medium,59,Medium,21536.83,High,2257,0
2867,122,High,13,Low,591.13,Low,1341,1
2868,43,Low,41,Low,12220.71,High,2364,0
2869,390,High,26,Low,1650.93,Medium,593,1
2870,36,Low,45,Low,11237.16,High,2341,0
2871,455,High,16,Low,249.02,Low,237,1
2872,441,High,19,Low,1269.41,Medium,95,1
2873,33,Low,29,Low,7785.6,Medium,998,0
2874,198,High,15,Low,808.24,Low,1571,0
2875,103,High,20,Low,1425.02,Medium,1942,0
2876,141,High,32,Low,3024.68,Medium,1811,0
2877,350,High,12,Low,670.94,Low,1,1
2878,60,Medium,22,Low,1410.46,Medium,653,1
2879,41,Low,52,Medium,39303.91,High,2335,0
2880,47,Low,27,Low,3051.31,Medium,2342,0
2881,77,Medium,60,Medium,13194.54,High,2178,0
2882,264,High,12,Low,196,Low,1,1
2883,51,Medium,30,Low,5067.96,Medium,2292,0
2884,44,Low,32,Low,3424.14,Medium,2331,0
2885,90,Medium,22,Low,539.73,Low,347,0
2886,355,High,13,Low,331.25,Low,1,0
2887,46,Low,39,Low,3348.2,Medium,2288,0
2888,38,Low,23,Low,852.2,Low,2383,1
2889,217,High,55,Medium,23321.66,High,1462,1
2890,39,Low,14,Low,424.79,Low,1,0
2891,36,Low,18,Low,1113.4,Medium,295,0
2892,48,Low,58,Medium,13187.7,High,2321,0
2893,35,Low,25,Low,9088.4,Medium,1155,0
2894,41,Low,37,Low,9666.11,Medium,2365,0
2895,35,Low,22,Low,943.49,Low,139,0
2896,36,Low,31,Low,2064.55,Medium,1909,0
2897,33,Low,25,Low,2375.74,Medium,648,0
2898,50,Low,35,Low,5960.27,Medium,1599,0
2899,34,Low,57,Medium,31354.95,High,1911,0
2900,162,High,18,Low,1089.23,Medium,428,1
2901,189,High,30,Low,5542.66,Medium,1496,1
2902,110,High,51,Medium,25738.86,High,2029,1
2903,50,Low,36,Low,9065.15,Medium,1934,0
2904,113,High,16,Low,1039.77,Medium,1514,0
2905,35,Low,42,Low,7814.7,Medium,2273,0
2906,31,Low,17,Low,1914.03,Medium,2274,0
2907,55,Medium,46,Low,10893.15,High,1261,0
2908,32,Low,56,Medium,17173.15,High,2365,0
2909,86,Medium,39,Low,4241.49,Medium,2124,0
2910,45,Low,26,Low,10072.27,High,2076,0
2911,98,Medium,39,Low,4668.06,Medium,1869,0
2912,52,Medium,52,Medium,9904,Medium,2296,0
2913,41,Low,21,Low,1767.66,Medium,1103,0
2914,253,High,15,Low,571.9,Low,65,1
2915,46,Low,40,Low,7401.3,Medium,2300,0
2916,36,Low,40,Low,19271.33,High,2378,0
2917,77,Medium,31,Low,3705.84,Medium,2036,0
2918,274,High,22,Low,600.22,Low,683,1
2919,162,High,17,Low,613.32,Low,934,1
2920,33,Low,35,Low,24066.12,High,2390,0
2921,63,Medium,39,Low,7789.45,Medium,2207,0
2922,74,Medium,16,Low,795.33,Low,167,0
2923,159,High,13,Low,462.96,Low,1,0
2924,34,Low,73,Medium,37541.41,High,2099,0
2925,54,Medium,23,Low,3325.23,Medium,2269,0
2926,37,Low,45,Low,12448.54,High,2400,0
2927,472,High,12,Low,184.64,Low,1,1
2928,45,Low,46,Low,6789.1,Medium,2337,0
2929,245,High,13,Low,402.25,Low,1,1
2930,34,Low,95,Medium,38852.21,High,1600,0
2931,42,Low,63,Medium,20670.49,High,2272,0
2932,147,High,27,Low,872.68,Low,1602,0
2933,145,High,46,Low,13587.9,High,1848,0
2934,31,Low,25,Low,4900.54,Medium,651,0
2935,219,High,18,Low,874.45,Low,38,1
2936,56,Medium,25,Low,2655.39,Medium,1406,1
2937,171,High,20,Low,390.8,Low,1,1
2938,75,Medium,34,Low,11823.34,High,2204,0
2939,32,Low,42,Low,5635.24,Medium,2409,0
2940,380,High,13,Low,615.03,Low,1,0
2941,34,Low,111,High,29719.34,High,2408,0
2942,47,Low,54,Medium,4716.38,Medium,2315,0
2943,55,Medium,54,Medium,19960.94,High,2272,0
2944,49,Low,24,Low,1226.62,Medium,643,0
2945,99,Medium,47,Low,11542.38,High,2049,0
2946,67,Medium,13,Low,1138.74,Medium,666,0
2947,224,High,37,Low,10364.38,High,786,1
2948,31,Low,18,Low,1409.03,Medium,294,0
2949,33,Low,31,Low,5572.04,Medium,662,0
2950,33,Low,39,Low,2579.55,Medium,2038,0
2951,44,Low,44,Low,20891.59,High,1855,0
2952,37,Low,56,Medium,10349.43,High,2399,0
2953,45,Low,51,Medium,9384.21,Medium,2096,0
2954,44,Low,33,Low,3585.18,Medium,2312,0
2955,62,Medium,33,Low,2837.95,Medium,2214,0
2956,31,Low,157,High,6924.304,Medium,2420,0
2957,33,Low,27,Low,3490.05,Medium,2294,0
2958,151,High,24,Low,2362.18,Medium,1820,0
2959,246,High,51,Medium,18253.48,High,1309,1
2960,49,Low,38,Low,4387.2,Medium,2327,0
2961,54,Medium,31,Low,4003.12,Medium,1587,0
2962,327,High,17,Low,1108.79,Medium,175,1
2963,31,Low,130,High,81544.06,High,2418,0
2964,33,Low,62,Medium,19517.99,High,1872,0
2965,54,Medium,46,Low,13304.41,High,2285,0
2966,52,Medium,36,Low,39557.11,High,2297,0
2967,84,Medium,26,Low,5707.93,Medium,2142,0
2968,36,Low,41,Low,4244.5,Medium,2334,0
2969,174,High,31,Low,2962.9,Medium,1691,1
2970,119,High,20,Low,2600.81,Medium,1699,0
2971,365,High,19,Low,158.34,Low,1,1
2972,40,Low,44,Low,7002.28,Medium,2317,0
2973,32,Low,30,Low,3536.67,Medium,1815,0
2974,75,Medium,24,Low,5879.75,Medium,1908,0
2975,72,Medium,33,Low,4089.52,Medium,2094,0
2976,34,Low,82,Medium,31919.74,High,2402,0
2977,38,Low,17,Low,371.62,Low,159,0
2978,31,Low,23,Low,4031.41,Medium,582,0
2979,306,High,21,Low,834.98,Low,403,1
2980,46,Low,57,Medium,19976.81,High,1819,0
2981,201,High,22,Low,1326.31,Medium,380,1
2982,59,Medium,41,Low,3780.43,Medium,2278,0
2983,85,Medium,35,Low,5981.91,Medium,2151,0
2984,32,Low,295,High,6547.709925,Medium,2419,0
2985,46,Low,27,Low,4863.69,Medium,872,0
2986,311,High,32,Low,7230.02,Medium,993,1
2987,40,Low,32,Low,4267.71,Medium,1616,0
2988,42,Low,24,Low,2381.47,Medium,1339,0
2989,171,High,22,Low,3368.17,Medium,1575,0
2990,60,Medium,20,Low,1373.84,Medium,2219,0
2991,40,Low,28,Low,1980.8,Medium,2188,0
2992,239,High,20,Low,678.4,Low,1324,1
2993,324,High,19,Low,402.55,Low,686,0
2994,37,Low,55,Medium,6085.31,Medium,2384,0
2995,76,Medium,36,Low,5763.32,Medium,2187,0
2996,44,Low,52,Medium,14210.68,High,2357,0
2997,44,Low,23,Low,2003.06,Medium,227,0
2998,82,Medium,27,Low,8125.6,Medium,2067,0
2999,170,High,21,Low,2239.26,Medium,1475,1
3000,46,Low,36,Low,3720.37,Medium,2318,0
3001,33,Low,41,Low,7416.77,Medium,2046,0
3002,72,Medium,30,Low,3075.46,Medium,2168,0
3003,36,Low,18,Low,793.85,Low,501,0
3004,41,Low,26,Low,4418.42,Medium,2356,0
3005,36,Low,73,Medium,21555.42,High,2398,0
3006,30,Low,144,High,45230.33,High,2423,0
3007,52,Medium,25,Low,1696.89,Medium,671,0
3008,69,Medium,31,Low,8650.52,Medium,2240,0
3009,86,Medium,21,Low,525.45,Low,422,0
3010,121,High,30,Low,2153.94,Medium,1976,1
3011,41,Low,42,Low,7192.48,Medium,2352,0
3012,446,High,20,Low,462.2,Low,1,1
3013,42,Low,22,Low,2515.64,Medium,799,0
3014,45,Low,64,Medium,16664.66,High,2336,0
3015,70,Medium,23,Low,1190.19,Medium,2218,0
3016,62,Medium,42,Low,6993.77,Medium,2216,0
3017,104,High,19,Low,4197.83,Medium,636,1
3018,41,Low,50,Low,6018.83,Medium,1999,0
3019,38,Low,67,Medium,28299.95,High,2378,0
3020,43,Low,45,Low,5282.5,Medium,2370,0
3021,76,Medium,20,Low,2545.69,Medium,2197,0
3022,119,High,44,Low,7223.71,Medium,1982,1
3023,89,Medium,48,Low,21445.1,High,2128,0
3024,206,High,20,Low,1382.83,Medium,1499,1
3025,39,Low,27,Low,2540.06,Medium,697,0
3026,192,High,24,Low,2955.86,Medium,1554,0
3027,36,Low,47,Low,10153.87,High,2335,0
3028,115,High,28,Low,2498.72,Medium,1193,1
3029,31,Low,93,Medium,42613.78,High,2170,0
3030,73,Medium,31,Low,4508.25,Medium,2207,0
3031,61,Medium,32,Low,1501.44,Medium,1001,0
3032,32,Low,60,Medium,22810.85,High,2175,0
3033,33,Low,34,Low,6740.79,Medium,2398,0
3034,39,Low,16,Low,640.33,Low,49,0
3035,170,High,33,Low,10618.79,High,1669,0
3036,55,Medium,53,Medium,12160.82,High,2266,0
3037,76,Medium,25,Low,1801.31,Medium,1108,0
3038,58,Medium,35,Low,2410.31,Medium,2197,0
3039,35,Low,47,Low,6578.16,Medium,2372,0
3040,188,High,16,Low,592,Low,1,1
3041,296,High,14,Low,278.63,Low,1,1
3042,83,Medium,16,Low,562.38,Low,1,1
3043,60,Medium,42,Low,3618.97,Medium,2250,0
3044,35,Low,79,Medium,47267.23,High,2384,0
3045,128,High,19,Low,2955.51,Medium,925,0
3046,56,Medium,26,Low,2455.98,Medium,850,0
3047,54,Medium,51,Medium,4793.19,Medium,2287,0
3048,387,High,17,Low,701.36,Low,544,1
3049,33,Low,66,Medium,11306.22,High,1993,0
3050,38,Low,33,Low,10503.3,High,2367,0
3051,91,Medium,35,Low,5369.85,Medium,2126,0
3052,33,Low,44,Low,4588.75,Medium,2420,0
3053,43,Low,72,Medium,16141.35,High,2354,0
3054,79,Medium,26,Low,909.78,Low,677,0
3055,52,Medium,43,Low,7453.97,Medium,2244,0
3056,37,Low,23,Low,996.29,Low,586,0
3057,46,Low,16,Low,914.26,Low,88,0
3058,341,High,34,Low,3334.61,Medium,873,1
3059,66,Medium,37,Low,4217.82,Medium,2174,0
3060,37,Low,91,Medium,20314.8285,High,2369,0
3061,31,Low,30,Low,2364.97,Medium,2400,0
3062,62,Medium,27,Low,3620.55,Medium,2014,0
3063,66,Medium,21,Low,3252.22,Medium,2068,0
3064,38,Low,30,Low,2519.23,Medium,988,0
3065,102,High,32,Low,1716.67,Medium,1243,0
3066,173,High,34,Low,5825.48,Medium,1656,1
3067,44,Low,44,Low,3457.68,Medium,2332,0
3068,70,Medium,44,Low,6105.77,Medium,2215,0
3069,35,Low,67,Medium,7410.11,Medium,2415,0
3070,197,High,17,Low,927.65,Low,1428,1
3071,66,Medium,51,Medium,19244.04,High,2254,0
3072,52,Medium,54,Medium,17938.22,High,2309,0
3073,34,Low,43,Low,11682.03,High,2405,0
3074,35,Low,21,Low,941.55,Low,75,0
3075,87,Medium,26,Low,5877.27,Medium,2118,0
3076,32,Low,26,Low,2100.77,Medium,563,0
3077,256,High,28,Low,2436.4,Medium,1274,1
3078,78,Medium,31,Low,9528.24,Medium,2042,0
3079,48,Low,38,Low,4796.19,Medium,2278,0
3080,33,Low,55,Medium,7844.33,Medium,2327,0
3081,224,High,15,Low,570.02,Low,41,1
3082,216,High,21,Low,420.29,Low,860,1
3083,309,High,27,Low,2614.92,Medium,790,1
3084,38,Low,85,Medium,44359.57,High,2397,0
3085,77,Medium,20,Low,400.37,Low,1,0
3086,53,Medium,14,Low,396.05,Low,1,1
3087,46,Low,21,Low,1819.17,Medium,743,0
3088,58,Medium,35,Low,3552.77,Medium,2257,0
3089,38,Low,53,Medium,12008.41,High,2309,0
3090,70,Medium,25,Low,1811.59,Medium,868,0
3091,38,Low,23,Low,2820.78,Medium,664,0
3092,46,Low,28,Low,5717.23,Medium,2238,0
3093,78,Medium,22,Low,694.85,Low,27,1
3094,33,Low,37,Low,3230.04,Medium,2158,0
3095,57,Medium,40,Low,1869.61,Medium,2277,0
3096,272,High,19,Low,3983.74,Medium,1209,1
3097,69,Medium,86,Medium,24721.45,High,2235,0
3098,398,High,28,Low,1059.96,Medium,531,1
3099,45,Low,14,Low,293.63,Low,75,0
3100,91,Medium,19,Low,1175.94,Medium,345,0
3101,35,Low,39,Low,5265.24,Medium,2342,0
3102,35,Low,56,Medium,26605.98,High,2344,0
3103,44,Low,24,Low,4012.89,Medium,1786,0
3104,46,Low,27,Low,3026.17,Medium,2026,1
3105,71,Medium,31,Low,3248.6,Medium,1999,0
3106,47,Low,18,Low,1994.29,Medium,1202,0
3107,31,Low,99,Medium,31518.49,High,2430,0
3108,249,High,38,Low,13319.42,High,1103,1
3109,32,Low,70,Medium,28263.93,High,2170,0
3110,39,Low,96,Medium,34375.73,High,2377,0
3111,156,High,33,Low,3265.72,Medium,1784,1
3112,35,Low,23,Low,1225.94,Medium,635,0
3113,350,High,12,Low,342.31,Low,1,1
3114,146,High,35,Low,4371.69,Medium,1813,1
3115,48,Low,25,Low,4060.04,Medium,705,0
3116,39,Low,25,Low,2274.54,Medium,407,0
3117,37,Low,41,Low,10376.85,High,2346,0
3118,158,High,29,Low,4075.95,Medium,1586,1
3119,51,Medium,29,Low,5090.95,Medium,2302,0
3120,240,High,35,Low,7028.99,Medium,1320,1
3121,116,High,31,Low,3515.23,Medium,2003,1
3122,49,Low,39,Low,7125.96,Medium,1313,0
3123,32,Low,24,Low,922.03,Low,327,0
3124,64,Medium,19,Low,990.03,Low,144,0
3125,33,Low,31,Low,4230.25,Medium,2335,0
3126,35,Low,69,Medium,19696.19,High,1883,0
3127,47,Low,37,Low,14211.07,High,2348,0
3128,38,Low,53,Medium,51965.14,High,1280,0
3129,75,Medium,42,Low,7166.17,Medium,2147,1
3130,44,Low,50,Low,6093.09,Medium,2336,0
3131,90,Medium,33,Low,2682,Medium,2133,1
3132,45,Low,21,Low,1830.57,Medium,646,0
3133,90,Medium,45,Low,10360.74,High,2083,1
3134,35,Low,24,Low,1591.63,Medium,1022,0
3135,86,Medium,20,Low,423.93,Low,1,1
3136,36,Low,52,Medium,15529.93,High,2397,0
3137,56,Medium,63,Medium,13914.1,High,2289,0
3138,33,Low,84,Medium,74780.44,High,2393,0
3139,40,Low,34,Low,5843.14,Medium,1387,0
3140,199,High,18,Low,531,Low,1,1
3141,181,High,26,Low,3393.89,Medium,1674,0
3142,36,Low,51,Medium,9271.2,Medium,2281,0
3143,33,Low,40,Low,5068.37,Medium,2097,0
3144,46,Low,21,Low,3961.26,Medium,2159,0
3145,189,High,15,Low,581,Low,1,1
3146,37,Low,74,Medium,45965.34,High,2362,0
3147,32,Low,182,High,6598.754,Medium,2421,0
3148,31,Low,27,Low,3164.15,Medium,2202,0
3149,156,High,30,Low,1952.69,Medium,1070,1
3150,112,High,18,Low,796.94,Low,1275,1
3151,35,Low,51,Medium,76425.89,High,2351,0
3152,67,Medium,39,Low,8809.7,Medium,2112,0
3153,31,Low,13,Low,690.15,Low,1,0
3154,62,Medium,25,Low,2994.58,Medium,688,0
3155,32,Low,39,Low,7845.91,Medium,2206,0
3156,33,Low,62,Medium,34573.53,High,1386,0
3157,40,Low,38,Low,3148.61,Medium,2182,0
3158,232,High,38,Low,2375.26,Medium,1390,1
3159,51,Medium,44,Low,5601.03,Medium,2320,0
3160,33,Low,56,Medium,20993.06,High,2389,0
3161,54,Medium,47,Low,8332.24,Medium,2322,0
3162,482,High,20,Low,388.86,Low,1,0
3163,37,Low,47,Low,19163.88,High,2359,0
3164,150,High,39,Low,4658.58,Medium,1813,1
3165,57,Medium,27,Low,2798.46,Medium,2204,0
3166,33,Low,26,Low,2856.99,Medium,125,0
3167,73,Medium,20,Low,371.27,Low,1,0
3168,227,High,71,Medium,22740.1,High,1433,1
3169,99,Medium,28,Low,3135.43,Medium,1818,0
3170,38,Low,75,Medium,5102.9615,Medium,2393,0
3171,39,Low,32,Low,1896.67,Medium,2378,0
3172,53,Medium,21,Low,11473.16,High,2156,0
3173,246,High,36,Low,18888.72,High,1341,0
3174,34,Low,49,Low,6807.13,Medium,2310,0
3175,32,Low,28,Low,2928.9,Medium,2352,0
3176,51,Medium,34,Low,2321.68,Medium,1134,0
3177,87,Medium,21,Low,1255.35,Medium,952,0
3178,250,High,13,Low,419.81,Low,1,1
3179,146,High,34,Low,2902.99,Medium,1820,0
3180,427,High,17,Low,530.62,Low,384,1
3181,45,Low,46,Low,18382.46,High,2342,0
3182,35,Low,16,Low,1407.74,Medium,70,0
3183,68,Medium,40,Low,3667.98,Medium,2255,0
3184,296,High,23,Low,1970.21,Medium,1101,1
3185,393,High,22,Low,1190.26,Medium,410,1
3186,33,Low,80,Medium,18355.81,High,2419,0
3187,36,Low,48,Low,8927.14,Medium,2404,0
3188,202,High,21,Low,1846.66,Medium,20,1
3189,178,High,26,Low,1776.32,Medium,1418,0
3190,41,Low,61,Medium,9664.24,Medium,1616,0
3191,53,Medium,31,Low,3780.26,Medium,2301,1
3192,137,High,33,Low,6322.41,Medium,1821,0
3193,46,Low,48,Low,31000.7,High,1390,0
3194,34,Low,81,Medium,81438.1,High,2414,0
3195,407,High,19,Low,619.56,Low,389,1
3196,98,Medium,40,Low,28770.32,High,982,1
3197,307,High,26,Low,2994.35,Medium,276,1
3198,494,High,19,Low,535.33,Low,1,1
3199,41,Low,52,Medium,17091.53,High,2310,0
3200,37,Low,19,Low,1919.49,Medium,1278,0
3201,33,Low,20,Low,467.05,Low,1445,1
3202,35,Low,30,Low,3799.31,Medium,2399,0
3203,31,Low,46,Low,9403.4,Medium,2407,0
3204,53,Medium,66,Medium,44897.37,High,2272,0
3205,77,Medium,19,Low,1108.87,Medium,314,0
3206,58,Medium,28,Low,3508.39,Medium,1973,1
3207,171,High,16,Low,241,Low,1,1
3208,47,Low,29,Low,2373.29,Medium,1282,0
3209,38,Low,20,Low,2183.58,Medium,711,0
3210,47,Low,42,Low,7613.64,Medium,2124,0
3211,71,Medium,50,Low,13153.04,High,2220,1
3212,69,Medium,23,Low,1243.96,Medium,1945,1
3213,37,Low,49,Low,10441.67,High,2308,0
3214,32,Low,29,Low,2325.48,Medium,1055,0
3215,427,High,25,Low,3101.35,Medium,433,1
3216,219,High,14,Low,708.21,Low,1259,1
3217,80,Medium,27,Low,1484.93,Medium,1924,0
3218,34,Low,33,Low,8568.23,Medium,1679,0
3219,33,Low,24,Low,6347.12,Medium,1299,0
3220,63,Medium,26,Low,4021.53,Medium,1004,0
3221,40,Low,29,Low,5303.11,Medium,2270,0
3222,85,Medium,27,Low,1971.25,Medium,1550,1
3223,35,Low,29,Low,2083.97,Medium,1558,0
3224,98,Medium,23,Low,2708.5,Medium,742,0
3225,43,Low,28,Low,3323.68,Medium,1295,0
3226,243,High,17,Low,1095.29,Medium,1180,0
3227,170,High,23,Low,4372.43,Medium,1671,0
3228,35,Low,52,Medium,8597.6,Medium,2335,0
3229,40,Low,29,Low,5425.83,Medium,2378,0
3230,342,High,16,Low,1962.98,Medium,494,0
3231,263,High,15,Low,196,Low,1,1
3232,57,Medium,32,Low,5048.82,Medium,2281,0
3233,44,Low,55,Medium,6252.46,Medium,2348,0
3234,159,High,24,Low,3728.5,Medium,260,1
3235,107,High,26,Low,1966.8,Medium,1843,0
3236,31,Low,45,Low,5248.84,Medium,2418,0
3237,67,Medium,28,Low,6111.12,Medium,2214,0
3238,32,Low,79,Medium,16496.93,High,2390,0
3239,42,Low,64,Medium,19886.33,High,2375,0
3240,450,High,14,Low,751.03,Low,236,1
3241,140,High,29,Low,5296.13,Medium,1877,1
3242,77,Medium,30,Low,3804.75,Medium,2126,0
3243,91,Medium,38,Low,4264.69,Medium,1986,1
3244,65,Medium,21,Low,484.36,Low,1,1
3245,39,Low,80,Medium,13948.98,High,2208,0
3246,55,Medium,40,Low,6171.98,Medium,2307,0
3247,316,High,19,Low,324.06,Low,694,1
3248,43,Low,35,Low,4031.81,Medium,1789,0
3249,147,High,41,Low,14987.3,High,1774,1
3250,144,High,36,Low,10351.09,High,1029,1
3251,58,Medium,32,Low,3674.04,Medium,2233,0
3252,100,Medium,35,Low,5537.64,Medium,1985,0
